protein	annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C30_planktonic_1 Spectral Count	C30_planktonic_2 Spectral Count	C30_planktonic_3 Spectral Count	C30_secreted_1 Spectral Count	C30_secreted_2 Spectral Count	C30_secreted_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_planktonic_1 Spectral Count	LMWPE_planktonic_2 Spectral Count	LMWPE_planktonic_3 Spectral Count	LMWPE_secreted_1 Spectral Count	LMWPE_secreted_2 Spectral Count	LMWPE_secreted_3 Spectral Count	Succinate_planktonic_1 Spectral Count	Succinate_planktonic_2 Spectral Count	Succinate_planktonic_3 Spectral Count	C30_planktonic_1 Unique Spectral Count	C30_planktonic_2 Unique Spectral Count	C30_planktonic_3 Unique Spectral Count	C30_secreted_1 Unique Spectral Count	C30_secreted_2 Unique Spectral Count	C30_secreted_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_planktonic_1 Unique Spectral Count	LMWPE_planktonic_2 Unique Spectral Count	LMWPE_planktonic_3 Unique Spectral Count	LMWPE_secreted_1 Unique Spectral Count	LMWPE_secreted_2 Unique Spectral Count	LMWPE_secreted_3 Unique Spectral Count	Succinate_planktonic_1 Unique Spectral Count	Succinate_planktonic_2 Unique Spectral Count	Succinate_planktonic_3 Unique Spectral Count	C30_planktonic_1 Total Spectral Count	C30_planktonic_2 Total Spectral Count	C30_planktonic_3 Total Spectral Count	C30_secreted_1 Total Spectral Count	C30_secreted_2 Total Spectral Count	C30_secreted_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_planktonic_1 Total Spectral Count	LMWPE_planktonic_2 Total Spectral Count	LMWPE_planktonic_3 Total Spectral Count	LMWPE_secreted_1 Total Spectral Count	LMWPE_secreted_2 Total Spectral Count	LMWPE_secreted_3 Total Spectral Count	Succinate_planktonic_1 Total Spectral Count	Succinate_planktonic_2 Total Spectral Count	Succinate_planktonic_3 Total Spectral Count	C30_planktonic_1 Intensity	C30_planktonic_2 Intensity	C30_planktonic_3 Intensity	C30_secreted_1 Intensity	C30_secreted_2 Intensity	C30_secreted_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_planktonic_1 Intensity	LMWPE_planktonic_2 Intensity	LMWPE_planktonic_3 Intensity	LMWPE_secreted_1 Intensity	LMWPE_secreted_2 Intensity	LMWPE_secreted_3 Intensity	Succinate_planktonic_1 Intensity	Succinate_planktonic_2 Intensity	Succinate_planktonic_3 Intensity	C30_planktonic_1 MaxLFQ Intensity	C30_planktonic_2 MaxLFQ Intensity	C30_planktonic_3 MaxLFQ Intensity	C30_secreted_1 MaxLFQ Intensity	C30_secreted_2 MaxLFQ Intensity	C30_secreted_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_planktonic_1 MaxLFQ Intensity	LMWPE_planktonic_2 MaxLFQ Intensity	LMWPE_planktonic_3 MaxLFQ Intensity	LMWPE_secreted_1 MaxLFQ Intensity	LMWPE_secreted_2 MaxLFQ Intensity	LMWPE_secreted_3 MaxLFQ Intensity	Succinate_planktonic_1 MaxLFQ Intensity	Succinate_planktonic_2 MaxLFQ Intensity	Succinate_planktonic_3 MaxLFQ Intensity	Indistinguishable Proteins
MAG107_contig_30_1021	"MAG107_contig_30_1021 rank: D; Region found in RelA / SpoT proteins [PF04607.21]; RelA/SpoT, AH and RIS domains [PF19296.3]; HD domain [PF13328.10]; TGS domain [PF02824.25]; ACT domain [PF13291.10] (db=pfam)"	"MAG107_contig_30_1021 rank: D; Region found in RelA / SpoT proteins [PF04607.21]; RelA/SpoT, AH and RIS domains [PF19296.3]; HD domain [PF13328.10]; TGS domain [PF02824.25]; ACT domain [PF13291.10] (db=pfam)"		768			"MAG107_contig_30_1021 rank: D; Region found in RelA / SpoT proteins [PF04607.21]; RelA/SpoT, AH and RIS domains [PF19296.3]; HD domain [PF13328.10]; TGS domain [PF02824.25]; ACT domain [PF13291.10] (db=pfam)"	1.0	0.999	47	1249	1249	1249	32	27	20	65	67	62	120	106	105	121	87	82	15	8	4	98	74	83	32	27	20	65	67	62	120	106	105	121	87	82	15	8	4	98	74	83	32	27	20	65	67	62	120	106	105	121	87	82	15	8	4	98	74	83	1300792.4	1105984.5	839117.6	7289063.5	4993797.5	2640188.0	5735519.5	3989846.0	3708327.8	3620849.5	3320917.5	2986065.0	360007.56	3158015.2	108206.06	3969695.2	3345436.2	2389218.2	271181.9	299160.8	237843.44	380160.75	420714.88	459846.7	456215.75	437632.94	419619.7	398901.47	404689.12	360784.34	396884.72	236126.48	259713.69	337970.97	330273.84	319223.03	
MAG107_contig_30_1022	"MAG107_contig_30_1022 rank: C; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190] (db=kegg)"	"MAG107_contig_30_1022 rank: C; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190] (db=kegg)"		464			"MAG107_contig_30_1022 rank: C; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190] (db=kegg)"	1.0	0.999	19	267	267	267	2	0	2	0	1	0	35	29	24	30	28	23	0	0	0	29	23	20	2	0	2	0	1	0	35	29	24	30	28	23	0	0	0	29	23	20	2	0	2	0	1	0	35	29	24	30	28	23	0	0	0	29	23	20	31623.545	0.0	36239.375	0.0	87217.69	0.0	541716.75	479996.28	460321.88	358313.84	392818.97	264838.25	0.0	0.0	0.0	425605.53	398030.0	256601.4	0.0	0.0	0.0	0.0	0.0	0.0	70493.984	62504.86	58125.887	61033.52	55433.684	50088.297	0.0	0.0	0.0	65030.977	60338.98	53908.066	
MAG107_contig_30_1023	"MAG107_contig_30_1023 rank: C; 3'-5' exonuclease (db=kegg)"	"MAG107_contig_30_1023 rank: C; 3'-5' exonuclease (db=kegg)"		273			"MAG107_contig_30_1023 rank: C; 3'-5' exonuclease (db=kegg)"	1.0	0.999	15	76	76	76	1	0	0	3	0	5	24	18	18	0	1	0	3	3	0	0	0	0	1	0	0	3	0	5	24	18	18	0	1	0	3	3	0	0	0	0	1	0	0	3	0	5	24	18	18	0	1	0	3	3	0	0	0	0	28211.057	0.0	0.0	129182.86	0.0	24202.428	581516.25	525518.5	492954.22	0.0	69694.875	0.0	36675.637	363267.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	258101.2	0.0	0.0	71553.28	76701.77	66583.695	0.0	0.0	0.0	299501.0	324508.56	0.0	0.0	0.0	0.0	
MAG107_contig_30_1024	"MAG107_contig_30_1024 rank: C; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144] (db=kegg)"	"MAG107_contig_30_1024 rank: C; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144] (db=kegg)"		306			"MAG107_contig_30_1024 rank: C; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144] (db=kegg)"	1.0	0.999	17	754	754	754	26	25	33	3	5	0	26	18	19	74	71	57	36	42	48	77	68	82	26	25	33	3	5	0	26	18	19	74	71	57	36	42	48	77	68	82	26	25	33	3	5	0	26	18	19	74	71	57	36	42	48	77	68	82	2162624.8	2209330.8	2101668.5	126980.125	35830.156	0.0	507734.94	356678.88	433329.22	2869838.8	2799765.2	2654360.2	2040865.5	2285019.8	2946848.5	3378987.8	3456996.5	3810533.8	320654.6	340654.25	317132.6	114339.07	0.0	0.0	84253.96	72230.414	79179.96	402516.66	359493.66	363108.62	303562.16	293491.56	415556.5	455749.47	427199.78	512692.6	
MAG107_contig_30_1025	"MAG107_contig_30_1025 rank: C; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3] (db=kegg)"	"MAG107_contig_30_1025 rank: C; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3] (db=kegg)"		935			"MAG107_contig_30_1025 rank: C; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3] (db=kegg)"	1.0	0.999	40	729	729	729	21	15	13	31	33	38	71	61	69	73	68	76	6	3	3	39	42	34	21	15	13	31	33	38	71	61	69	73	68	76	6	3	3	39	42	34	21	15	13	31	33	38	71	61	69	73	68	76	6	3	3	39	42	34	605301.9	632535.4	497449.0	1108768.2	1275415.5	1267510.6	1692098.4	1366810.6	1585759.4	1565515.2	1313240.5	1460274.6	128482.51	39054.96	33883.695	4857052.5	4911031.5	5132694.0	194143.34	224025.45	183452.38	250593.77	273238.78	253739.22	204856.11	184889.14	215762.95	169047.61	171340.67	180520.73	163664.64	353970.72	317204.06	120993.87	108411.305	103034.24	
MAG107_contig_30_1026	"MAG107_contig_30_1026 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"	"MAG107_contig_30_1026 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"		262			"MAG107_contig_30_1026 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9] (db=pfam)"	1.0	0.999	16	537	537	537	16	10	12	56	58	54	55	48	52	32	28	34	9	7	15	11	10	11	16	10	12	56	58	54	55	48	52	32	28	34	9	7	15	11	10	11	16	10	12	56	58	54	55	48	52	32	28	34	9	7	15	11	10	11	839798.6	785351.56	604484.8	4660685.5	4439481.5	4566144.0	2771658.5	2740488.5	3284432.5	1538507.2	1554842.2	1682417.6	329559.8	260759.48	345941.97	596045.1	228468.75	625699.4	243318.27	251289.36	259879.89	1088794.6	995144.75	955309.56	700206.44	707272.3	834900.4	360639.25	354530.1	394354.88	128526.62	137241.84	147889.84	91108.27	89195.84	111639.2	
MAG107_contig_30_1027	"MAG107_contig_30_1027 rank: D; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.10] (db=pfam)"	"MAG107_contig_30_1027 rank: D; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.10] (db=pfam)"		291			"MAG107_contig_30_1027 rank: D; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.10] (db=pfam)"	1.0	0.999	13	338	338	338	8	13	12	6	3	0	28	25	27	43	33	31	14	16	19	14	13	11	8	13	12	6	3	0	28	25	27	43	33	31	14	16	19	14	13	11	8	13	12	6	3	0	28	25	27	43	33	31	14	16	19	14	13	11	606273.0	563673.5	709929.56	159220.97	55779.496	0.0	773811.9	884474.0	906184.9	1031708.8	1138969.5	1181247.9	767545.44	837718.44	1012956.0	282962.62	227835.4	162307.02	147801.19	145313.73	144094.92	67042.484	71161.695	0.0	127977.516	142940.27	146553.5	155484.22	182019.94	180507.3	144793.69	148499.25	172191.52	58153.24	56124.805	59774.15	
MAG107_contig_30_1028	"MAG107_contig_30_1028 rank: C; hydroxypyruvate isomerase [EC:5.3.1.22] (db=kegg)"	"MAG107_contig_30_1028 rank: C; hydroxypyruvate isomerase [EC:5.3.1.22] (db=kegg)"		264			"MAG107_contig_30_1028 rank: C; hydroxypyruvate isomerase [EC:5.3.1.22] (db=kegg)"	1.0	0.999	8	382	382	382	17	11	11	23	9	7	11	8	12	25	13	16	20	19	28	42	56	46	17	11	11	23	9	7	11	8	12	25	13	16	20	19	28	42	56	46	17	11	11	23	9	7	11	8	12	25	13	16	20	19	28	42	56	46	1068008.4	880221.3	924846.6	655263.0	418033.06	299743.75	276302.2	317226.1	293648.25	627070.2	643908.4	644529.7	548260.9	726787.4	1013914.0	1498048.4	1751152.8	2103442.5	499383.72	561937.7	512488.8	253204.3	263357.97	250464.02	168768.61	198244.28	185352.62	284716.38	281672.9	303709.16	283881.5	328928.8	398780.25	588741.7	641593.75	703866.25	
MAG107_contig_30_1029	"MAG107_contig_30_1029 rank: C; ribosome-associated protein (db=kegg)"	"MAG107_contig_30_1029 rank: C; ribosome-associated protein (db=kegg)"		143			"MAG107_contig_30_1029 rank: C; ribosome-associated protein (db=kegg)"	0.9999	0.999	4	49	49	49	0	0	0	0	0	0	5	6	6	4	3	1	3	5	3	5	5	3	0	0	0	0	0	0	5	6	6	4	3	1	3	5	3	5	5	3	0	0	0	0	0	0	5	6	6	4	3	1	3	5	3	5	5	3	0.0	0.0	0.0	0.0	0.0	0.0	156751.34	132924.78	130495.914	47694.89	40357.684	33405.47	98451.88	43710.03	129804.14	121467.34	102164.36	85684.625	0.0	0.0	0.0	0.0	0.0	0.0	78670.31	63169.32	61898.832	28349.7	0.0	0.0	58572.645	0.0	77278.07	60173.312	51344.824	51118.67	
MAG107_contig_30_1031	"MAG107_contig_30_1031 rank: C; 4'-phosphopantetheinyl transferase [EC:2.7.8.-] (db=kegg)"	"MAG107_contig_30_1031 rank: C; 4'-phosphopantetheinyl transferase [EC:2.7.8.-] (db=kegg)"		223			"MAG107_contig_30_1031 rank: C; 4'-phosphopantetheinyl transferase [EC:2.7.8.-] (db=kegg)"	1.0	0.999	7	60	60	60	0	0	0	0	0	1	8	5	7	3	3	6	2	1	1	9	5	6	0	0	0	0	0	1	8	5	7	3	3	6	2	1	1	9	5	6	0	0	0	0	0	1	8	5	7	3	3	6	2	1	1	9	5	6	0.0	0.0	0.0	0.0	0.0	0.0	199747.81	184193.72	147188.78	52256.71	87649.58	72688.586	19081.035	11992.529	0.0	177661.77	156102.6	109413.12	0.0	0.0	0.0	0.0	0.0	0.0	98404.15	74680.11	77512.6	0.0	54878.61	67917.53	0.0	0.0	0.0	61968.367	56499.414	74559.445	
MAG107_contig_30_1032	"MAG107_contig_30_1032 rank: C; GTPase (db=kegg)"	"MAG107_contig_30_1032 rank: C; GTPase (db=kegg)"		469			"MAG107_contig_30_1032 rank: C; GTPase (db=kegg)"	1.0	0.999	34	720	720	720	18	15	15	20	17	23	88	82	83	54	42	61	10	8	8	54	43	37	18	15	15	20	17	23	88	82	83	54	42	61	10	8	8	54	43	37	18	15	15	20	17	23	88	82	83	54	42	61	10	8	8	54	43	37	994587.5	1091689.1	810429.4	1004188.44	815746.9	904773.0	3684908.2	3344881.5	3743642.5	2532976.5	2112781.5	1856094.5	426260.03	169037.72	427928.22	1470725.8	1214502.6	845780.6	251236.08	246818.38	251778.83	198112.75	190729.81	152704.38	382547.2	348561.56	377909.5	302111.03	288446.44	298970.34	193070.88	159471.23	113215.414	198407.8	196175.75	185375.27	
MAG107_contig_30_1033	"MAG107_contig_30_1033 rank: C; outer membrane protein assembly factor BamB (db=kegg)"	"MAG107_contig_30_1033 rank: C; outer membrane protein assembly factor BamB (db=kegg)"		382			"MAG107_contig_30_1033 rank: C; outer membrane protein assembly factor BamB (db=kegg)"	1.0	0.999	21	985	985	985	33	19	23	58	52	50	124	132	132	37	48	37	49	46	46	28	23	21	33	19	23	58	52	50	124	132	132	37	48	37	49	46	46	28	23	21	33	19	23	58	52	50	124	132	132	37	48	37	49	46	46	28	23	21	1837253.4	1174326.9	1133469.8	2998376.8	3208886.8	2961511.8	7438366.5	8326742.5	6973801.0	1894612.8	1575076.6	1529766.1	2683898.0	2179930.8	2396643.2	901216.9	747702.75	495520.53	379337.38	282483.8	248490.25	596399.6	607248.4	564167.56	1139337.6	1273697.6	1044856.56	291275.94	288710.03	294645.47	522344.62	420507.94	487177.8	116714.336	111430.055	118238.69	
MAG107_contig_30_1034	"MAG107_contig_30_1034 rank: D; Tetratricopeptide repeat-like domain [PF09976.13] (db=pfam)"	"MAG107_contig_30_1034 rank: D; Tetratricopeptide repeat-like domain [PF09976.13] (db=pfam)"		233			"MAG107_contig_30_1034 rank: D; Tetratricopeptide repeat-like domain [PF09976.13] (db=pfam)"	1.0	0.999	13	551	551	551	21	22	17	35	49	48	18	3	7	38	39	38	18	25	18	48	45	37	21	22	17	35	49	48	18	3	7	38	39	38	18	25	18	48	45	37	21	22	17	35	49	48	18	3	7	38	39	38	18	25	18	48	45	37	1301098.5	2085646.1	1088347.5	1881372.2	2259722.5	2127531.0	289010.0	39243.555	138551.4	1073008.4	1772861.0	1658335.4	937758.1	852785.0	800475.56	2163705.2	2019691.5	2065670.2	344537.3	448607.12	300252.62	410960.06	543617.4	489779.12	93626.914	51635.195	60680.184	258524.66	387412.47	377172.47	218511.12	193909.38	190788.27	464097.12	450438.38	438457.4	
MAG107_contig_30_1035	"MAG107_contig_30_1035 rank: C; histidyl-tRNA synthetase [EC:6.1.1.21] (db=kegg)"	"MAG107_contig_30_1035 rank: C; histidyl-tRNA synthetase [EC:6.1.1.21] (db=kegg)"		431			"MAG107_contig_30_1035 rank: C; histidyl-tRNA synthetase [EC:6.1.1.21] (db=kegg)"	1.0	0.999	35	1215	1215	1215	47	46	38	11	0	5	90	105	98	113	101	99	44	32	21	97	83	104	47	46	38	11	0	5	90	105	98	113	101	99	44	32	21	97	83	104	47	46	38	11	0	5	90	105	98	113	101	99	44	32	21	97	83	104	3858875.8	3889218.5	3452885.5	314623.0	0.0	205757.84	4986770.0	5352084.0	5375532.5	6766807.0	5866267.0	5991323.0	1067929.4	782489.6	807167.5	5094017.0	4389301.5	4588018.5	375663.25	358828.8	368439.66	109092.06	0.0	97158.875	386197.8	411780.12	405692.3	514692.34	493194.47	491127.03	135183.22	119475.67	129719.58	392739.0	357011.25	332306.97	
MAG107_contig_30_1036	"MAG107_contig_30_1036 rank: C; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] (db=kegg)"	"MAG107_contig_30_1036 rank: C; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] (db=kegg)"		371			"MAG107_contig_30_1036 rank: C; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] (db=kegg)"	1.0	0.999	27	1042	1042	1042	37	22	31	7	6	5	94	112	99	78	73	75	46	44	42	67	80	70	37	22	31	7	6	5	94	112	99	78	73	75	46	44	42	67	80	70	37	22	31	7	6	5	94	112	99	78	73	75	46	44	42	67	80	70	1640736.4	1374263.0	1459031.5	182996.31	161085.62	44217.906	5013796.5	5558038.0	5035233.0	3554501.2	3472919.2	3267858.0	1695301.1	1014247.2	1560305.2	3429341.8	3476538.8	3177639.2	290201.72	280050.03	300284.47	135880.86	112545.17	103415.37	568804.44	640208.5	585712.44	507594.06	446865.84	424409.34	212016.12	177003.52	198266.05	440556.66	450938.25	397201.47	
MAG107_contig_30_1037	"MAG107_contig_30_1037 rank: C; cytoskeleton protein RodZ (db=kegg)"	"MAG107_contig_30_1037 rank: C; cytoskeleton protein RodZ (db=kegg)"		262			"MAG107_contig_30_1037 rank: C; cytoskeleton protein RodZ (db=kegg)"	1.0	0.999	11	1180	1180	1180	36	32	32	23	30	34	116	49	95	119	100	87	31	28	41	90	97	82	36	32	32	23	30	34	116	49	95	119	100	87	31	28	41	90	97	82	36	32	32	23	30	34	116	49	95	119	100	87	31	28	41	90	97	82	3460274.2	3116389.2	2965905.5	1119879.6	1422720.9	1543687.5	3709983.8	1708147.6	3451806.0	3608309.0	3223577.2	3405980.0	1194419.4	1167743.1	1984362.8	2362661.5	2862610.5	2835472.5	757836.06	680092.7	655058.6	294847.22	296965.4	281368.72	772789.44	368219.62	648307.2	666403.3	635720.4	639121.2	307320.53	303132.9	441460.3	474095.5	560057.75	568608.4	
MAG107_contig_30_1038	"MAG107_contig_30_1038 rank: C; type IV pilus assembly protein PilF (db=kegg)"	"MAG107_contig_30_1038 rank: C; type IV pilus assembly protein PilF (db=kegg)"		267			"MAG107_contig_30_1038 rank: C; type IV pilus assembly protein PilF (db=kegg)"	1.0	0.999	11	358	358	358	12	14	14	15	22	23	18	17	22	20	20	19	19	20	22	20	24	23	12	14	14	15	22	23	18	17	22	20	20	19	19	20	22	20	24	23	12	14	14	15	22	23	18	17	22	20	20	19	19	20	22	20	24	23	858305.25	499723.22	714597.4	744136.44	839850.1	712047.56	787919.75	330107.25	877968.1	789074.7	784708.44	776736.94	803260.6	950021.4	1178366.4	1195344.8	1168761.0	1319089.0	160358.31	147212.0	133355.95	145895.73	180376.03	168293.78	142212.36	71913.34	154183.3	170091.06	160260.38	163838.84	194264.95	198044.38	253537.36	223776.34	209038.19	235514.89	
MAG107_contig_30_1039	"MAG107_contig_30_1039 rank: C; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] (db=kegg)"	"MAG107_contig_30_1039 rank: C; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] (db=kegg)"		414			"MAG107_contig_30_1039 rank: C; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192] (db=kegg)"	1.0	0.999	17	220	220	220	2	0	1	0	4	9	27	29	31	18	14	9	2	1	0	24	26	21	2	0	1	0	4	9	27	29	31	18	14	9	2	1	0	24	26	21	2	0	1	0	4	9	27	29	31	18	14	9	2	1	0	24	26	21	0.0	0.0	123828.95	0.0	105611.4	293257.8	533186.1	589242.1	574850.5	285306.56	214982.5	240576.03	59485.61	0.0	0.0	515372.22	632126.94	497272.78	0.0	0.0	0.0	0.0	88373.234	101529.05	98158.02	93149.67	101273.31	54427.26	61878.375	67943.32	125640.58	0.0	0.0	123502.03	119185.3	131896.83	
MAG107_contig_30_1040	"MAG107_contig_30_1040 rank: C; nucleoside-diphosphate kinase [EC:2.7.4.6] (db=kegg)"	"MAG107_contig_30_1040 rank: C; nucleoside-diphosphate kinase [EC:2.7.4.6] (db=kegg)"		143			"MAG107_contig_30_1040 rank: C; nucleoside-diphosphate kinase [EC:2.7.4.6] (db=kegg)"	1.0	0.999	11	2433	2433	2433	91	92	79	61	45	39	137	116	132	196	162	137	178	176	188	169	156	171	91	92	79	61	45	39	137	116	132	196	162	137	178	176	188	169	156	171	91	92	79	61	45	39	137	116	132	196	162	137	178	176	188	169	156	171	1.2294676E7	1.3052421E7	1.3077881E7	4011244.2	2512336.0	2352501.5	1.1603401E7	9376335.0	1.0901672E7	1.3153021E7	1.2850924E7	1.2478391E7	2.4186602E7	2.2172404E7	2.5048672E7	1.1261213E7	1.0560884E7	1.3536798E7	2661214.2	2778775.2	2686830.0	996042.25	498879.47	416712.25	2327222.0	1903334.5	2213533.5	2848450.8	2925670.0	2851335.2	4338917.0	3853598.8	3698853.0	2509015.5	2492468.8	2839786.2	
MAG107_contig_30_1041	"MAG107_contig_30_1041 rank: D; Iron-sulphur cluster assembly [PF04384.17] (db=pfam)"	"MAG107_contig_30_1041 rank: D; Iron-sulphur cluster assembly [PF04384.17] (db=pfam)"		66			"MAG107_contig_30_1041 rank: D; Iron-sulphur cluster assembly [PF04384.17] (db=pfam)"	0.9983	0.999	2	14	14	14	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29506.535	30007.64	0.0	0.0	0.0	0.0	50690.125	96659.13	104001.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1044	MAG107_contig_30_1044 rank: E	MAG107_contig_30_1044 rank: E		276			MAG107_contig_30_1044 rank: E	1.0	0.999	9	724	724	724	24	22	31	16	7	2	14	9	10	51	50	57	63	58	64	65	76	82	24	22	31	16	7	2	14	9	10	51	50	57	63	58	64	65	76	82	24	22	31	16	7	2	14	9	10	51	50	57	63	58	64	65	76	82	1377090.6	1477557.9	1576318.9	436811.53	217158.25	110171.32	371514.6	141875.25	230243.97	1561858.2	1449355.8	1518627.0	1977942.5	2194890.5	2457449.8	2518890.2	2909629.5	3489388.0	317452.53	340287.4	346206.84	139677.03	125843.7	86782.53	80023.51	47268.2	72698.38	297315.56	276575.9	289959.53	349301.5	413004.16	449774.16	479100.06	571770.7	647272.5	
MAG107_contig_30_1046	"MAG107_contig_30_1046 rank: C; ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)"	"MAG107_contig_30_1046 rank: C; ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)"		338			"MAG107_contig_30_1046 rank: C; ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)"	1.0	0.999	28	5819	5819	5819	153	154	126	91	55	58	337	322	336	333	433	418	514	564	566	383	388	356	153	154	126	91	55	58	337	322	336	333	433	418	514	564	566	383	388	356	153	154	126	91	55	58	337	322	336	333	433	418	514	564	566	383	388	356	2.063342E7	2.0977368E7	1.9844298E7	5848229.5	2679404.0	2605896.5	2.1469006E7	2.204776E7	2.5466712E7	3.7213676E7	3.6493756E7	3.5991788E7	5.5038728E7	5.0708984E7	7.1050456E7	2.9386888E7	2.6379676E7	2.2766512E7	3331295.5	3288473.8	3186278.5	1172753.0	534038.2	529170.3	3060489.5	3243636.8	3547756.5	5490669.5	5130204.5	4815634.5	8230974.0	8091181.0	9003178.0	4015956.0	3722321.0	3321855.0	
MAG107_contig_30_1047	"MAG107_contig_30_1047 rank: C; acetolactate synthase I/III small subunit [EC:2.2.1.6] (db=kegg)"	"MAG107_contig_30_1047 rank: C; acetolactate synthase I/III small subunit [EC:2.2.1.6] (db=kegg)"		163			"MAG107_contig_30_1047 rank: C; acetolactate synthase I/III small subunit [EC:2.2.1.6] (db=kegg)"	1.0	0.999	9	738	738	738	53	41	44	9	9	9	24	13	16	61	80	86	26	24	26	51	65	57	53	41	44	9	9	9	24	13	16	61	80	86	26	24	26	51	65	57	53	41	44	9	9	9	24	13	16	61	80	86	26	24	26	51	65	57	4545545.5	3388373.0	3914323.0	258162.62	259601.4	239630.25	666831.5	241469.8	513154.84	4556401.5	4702263.5	4652161.5	964192.75	848620.25	1068278.0	2573218.5	2836222.2	2452744.8	776310.56	702370.4	779027.06	69649.03	73234.555	75394.195	171246.23	71815.664	141053.23	861446.4	976989.44	872350.06	261680.42	226751.92	294133.94	566696.75	607001.44	541002.1	
MAG107_contig_30_1048	"MAG107_contig_30_1048 rank: C; acetolactate synthase I/II/III large subunit [EC:2.2.1.6] (db=kegg)"	"MAG107_contig_30_1048 rank: C; acetolactate synthase I/II/III large subunit [EC:2.2.1.6] (db=kegg)"		578			"MAG107_contig_30_1048 rank: C; acetolactate synthase I/II/III large subunit [EC:2.2.1.6] (db=kegg)"	1.0	0.999	35	2194	2194	2194	55	46	64	38	27	29	237	245	232	204	187	196	32	21	25	146	127	140	55	46	64	38	27	29	237	245	232	204	187	196	32	21	25	146	127	140	55	46	64	38	27	29	237	245	232	204	187	196	32	21	25	146	127	140	5323235.5	4519534.5	5299960.5	1539332.5	1264507.5	1233041.5	1.2774873E7	1.1687771E7	1.1875531E7	1.0938771E7	9830251.0	1.0226503E7	1706831.9	1363932.4	894096.6	6747941.0	5780556.0	6100183.5	585351.25	512925.94	543412.94	222257.0	196937.22	180424.97	1053664.1	964223.2	994199.56	961003.8	910801.9	992325.5	361210.22	278811.94	137240.88	638270.6	545801.7	540732.25	
